"","ProductId","combine_summary","count"
"43042","B000FFLHU2","Its ok Navitas naturals maca powder Awful taste, but works! Tastes Great...very much like malt in a smoothie :) If you like the taste? Adds subtle sweetness to my bread. great addition nutrient I liked it. Great completely natural health food! Honestly this stuff is disgusting but it WORKS The subtle but strong smell was overbearing! Surprisingly sweet Good product, poor packaging Unbeliveable results Couldnt get past the taste Nothing earth-shattering to report. Maca Powder works Couldn't get it down... Woohoo What a flavor. Maca Powder - Navititas naturals Tastes Terrible disappointed First time try EEEEEEWWWWWWW! I like Maca taste awful bad packaging sssttiiinnnnnkkkkkkyyyy!! Maca should not be eaten raw. What Nobody Tells You About RAW Maca... Unique Flavor,  Not Feeling the Energy Yet Seems to help a lot Good suppliment for Hypothryoid issues and cold sensitivity Great Product Remarkable stuff Made me VERY sick wonderful in all ways One of the Best Health Products I Have Ever Purchased! Great for your Heart !! unstoppable energy, sans buzz Navitas Naturals Maca Powder Maca Powder... easy to include in diet. taking daily for 6 months, mix 1/2 tsp with smoothie, overpowering taste is manageable Needs some effort Taking My Workout to a New Level Good For The Libido! Great Product Attitude Improvement pretty good stuff Yummy! And a real bargain! This stuff works best maca powder I've ever tasted Very good taste and great nutrition! great product!! Excellent value, great product! Navitas Naturals Organic Raw Maca Powder for a quick result! Great price for a super food the taste leaves little to be desired Fuel for feeling great Interesting Flavor It works Love this product! A Taste That Grows On You Try it This natural food works ... a genuine SUPERFOOD GREAT PRODUCT AND COMPANY! This stuff is strong Good stuff Great energy product nice flavor, adds dimension and nutrition to smoothies if it tastes this bad-its gotta be good for ya! Love this Maca Lots of energy Definitely has an effect, but be careful the first bag was good and the rest were bitter!! Severe stomach problems Get the capsule!! maca powder is the """"magic bullet"""" for menopause complications Super food for Women Delivered as promised but.. Calming Energy Delicious! Great """"Secret Ingredient"""" Maca power Great product maca powder Maca Is Definitely Good For The Man Wow! I love maca! weird flavor, good effects I took it for the libido boost Maca - It Works Maca, Yucka! Good for the price. It's supposed to be a good product Strong for energy and sexual response Delicious! Just signed up for subscription ordering IT WORKS talk about energy rush!!!! Priced better then pills, tastes terrible Love,Love LOVE this! Navitas Organic Raw Maca powder do research first great product Good flavor, no effects...? Good in small doses Strong excellent product for energy and wellness breakfast shake in pregnancy AWFUL DREAMS tastes disgusting Not for first time users Excellent supplement Excellent product. Taste Test Decent product; not tasty Excellent product Great stuff",118
"43160","B000FFLTD2","Quick and Tasty Great for vegans and celiacs! Pretty darn good for something so easy to prepare! Not very Pad Thai-ish but still tasty, and better than most rameny things like this don't expect restaurant Pad Thai Noodles Are All Little Pieces I did not enjoy this soup. Great for instant! Never again. Ehh... photoshop at its finest bad taste Very good Flavorless, salty and not really Pad Thai Not quite as bad as the ramen noodles Not the best but not bad Serious Yum. Like the noodles DELICIOUS!!! heathier alternative to ramen cup o' soup. It's own thing Neither Pad Thai nor Soup I wouldn't call this Pad Thai Weird aftertaste, overall it was gross Not so great.. Horrible Pad Thai - Worst I've ever eaten Delicious! Wish I could give it 6 stars. Contains MSG!! (free glutamic acid) Liked it, but McDougall makes tastier soups Delicious Cant beat nutritious to go meal cups! A Great Side Dish A lot of promise, no delivery Very tasty Soups hit the spot especially when you are in a hurry... Very tasty and more healthy choice It's good for what it is Good Inferior to other flavors Pad Thai Flavor Alright a good & hearty lunch option for vegetarians It's no Pad Thai, but it's yummy anyway. Fabulous Gluten free and tasty! Toilet taste Tastes more like Thai lemon grass soup, delicious! There are better McDougall varieties quite good Edible, but certainly not good Great soup! I am not crazy about it Not Pad Thai OK at Best a little beyond blah tastes horrible. ick! Extremely bland and not remotely the flavor of Pad Thai Gross flavor, doesn't taste like Pad Thai I was hoping Not what you'd expect Only because there is no zero option",60
"43220","B000FFLTDM","Great to keep at work yum Love Dr. McDougall products Decent product contains mystery ingredients Filling but absolutely tasteless. Yummy! Love it Too shroomy bland Experiment Tasty. But..... Delicious!!! Big Disappointment Tastes awful AND is high in sodium Yummy! If you like food, don't order this product! Nice vegan soup Great Vegan Soup! Organic Ramen Noodles. YEA! not for me love these Excellent Tasted Terrible! great soup Delicious! Bland, weird ramen Not Really... Awesome soup - everyone in the house LOVES it! Dr. mcDougall's soups Soup is great - Price is not First Miso soup Love it! Tasty Ok, not great Cup of soup for grown ups! a fast lite lunch Pleasant mild broth, nice ingredients,  but the noodles lack something Yuckola",39
"43259","B000FFLXR4","My Son will eat them! My son eats them up! Light, Crunchy and not too salty Not so good The ONLY egg-free GF pretzels I've been able to find! Product has been on the shelf for a long time before sending to us HIGH FIBER SNACK!! Gluten Free Pretzels These preztels are great!! Autism Spectrum Disorder My picky eater grandson loves these! These are awesome! Hard as can be. Love these Good option for food allergic child GF Pretzels a Hit! Son can't get enough Saltless and Hard as a Rock My highly allergic son's favorite pretzels! Great gluten-free snack They're great!! Gluten free 4 yr old loves this and so does mom Stale again gfcfsf pretzels.....great snack Awesome pretzels!! Ener-G Wylde Pretzels Best gluten-free pretzels I ever tasted. please watch out! WYLDE PRETZELS Very good Great snack! Many broken pieces during shipping? Great to eat pretzels again Cindy good pretzels My 11 year old loves them not the best a GF and soy-free pretzel! Great gluten free pretzels not bad Excellent Snack for Healthy Kids this summer pretzels No salt! SPICED PRETZELS AWESOME Pretzels We LOVE these pretzels gluten Free Pretzels My son's favorite snack! forget it Excellent gluten-free snack option So Good It's Hard to Keep Them in the House Great Pretzels Super snack!! not what I expected There are other and BETTER gluten-free pretzels out there... Creepy",56
"43315","B000FFPXF2","For Dried cup-o-soup: FIVE STARS Really tasty! good soup Wonderful soup!! Misleading Serving Size Excellent product Excellent Soup! The best soup ever fabulous love this soup! NOT GLUTEN FREE Yummy, filling quick meal Very good for the price. I love this soup Tastes so good, almost like out of a can Delicious and very filling... Excellent taste Cannot believe it's vegan! This soup is very tasty for the meat eater that I am. The barley makes it really delicious Great and oddly bacon-y tasty and easy Good soup, bad instructions McDougall's Pea Soup Very tasty in a meal-size portion Awesome soup! most excellent Surprisingly good! Easy, quick, healthful snack Dr. McDougall's Vegan Split Pea Soup Best I have tried Yummy! Homemade taste...in a cup! Best Split Pea vegen soup Really good just like mom used to make Quick and tasty Yum! Not Heart Healthy!! Not Gluten Free Disappointed and Offended OK but could be better A Delicious & Healthy Soup for On the Go! pea soup Disgusted! Way too much SALT too big for me NASTY",48
"43363","B000FFQ23Y","My Son will eat them! My son eats them up! Light, Crunchy and not too salty Not so good The ONLY egg-free GF pretzels I've been able to find! Product has been on the shelf for a long time before sending to us HIGH FIBER SNACK!! Gluten Free Pretzels These preztels are great!! Autism Spectrum Disorder My picky eater grandson loves these! These are awesome! Hard as can be. Love these Good option for food allergic child GF Pretzels a Hit! Son can't get enough Saltless and Hard as a Rock My highly allergic son's favorite pretzels! Great gluten-free snack They're great!! Gluten free 4 yr old loves this and so does mom Stale again gfcfsf pretzels.....great snack Awesome pretzels!! Ener-G Wylde Pretzels Best gluten-free pretzels I ever tasted. please watch out! WYLDE PRETZELS Very good Great snack! Many broken pieces during shipping? Great to eat pretzels again Cindy good pretzels My 11 year old loves them not the best a GF and soy-free pretzel! Great gluten free pretzels not bad Excellent Snack for Healthy Kids this summer pretzels No salt! SPICED PRETZELS AWESOME Pretzels We LOVE these pretzels gluten Free Pretzels My son's favorite snack! forget it Excellent gluten-free snack option So Good It's Hard to Keep Them in the House Great Pretzels Super snack!! not what I expected There are other and BETTER gluten-free pretzels out there... Creepy",56
"43419","B000FFRTVI","Tastes real Gluten-Free, Vegan Tortilla Soup Disappointed Great tasting soup Goes to 5 stars with some tomato paste... Filling but not as tasty as expected Dr. McDougall's Tortilla Soup Yum! Pretty good. not as good as many other Dr McDougall's Very Tasty Great flavor~! pretty good Good and reasonably healthy (but high sodium) Average taste maharaja Delish snack or lunch Yummy! Good Veggie Soup! Very Bland even hot sauce didn't help!  lol Disgusting and Soggy Tortillas McDougall's Tortillia Soup Eh.. My new favorite! Yummy Extremely bland Full of flavor and freshness Tasty Tortilla Soup Good flavor for a vegan product Okay.. Gritty Yuck! a nice try A+ Beware of the odd taste Spicy!",37
"43456","B000FFRU3U","Nutritious Food For Your Body! Delicious Instant Oatmeal! My favorite instant oatmeal so far. Hearty, very pleasant instant oatmeal with fruity bits--a big serving, too """"Steel-Cut Oatmeal"""" Veteran Very nice and convenient, healthy and tasty! Great taste, great fiber REAL Fruit inside! Barley and Oats Tastes OK Kind of bland Nummy and Healthy Real oatmeal did not taste good Tastes horrible! Barely Edible I'd ask for this on the Christmas/Birthday list! Great breakfast healthful, not too sweet hot cereal awesome It's only DELICIOUS. Perfect hot breakfast Better than any instant packet. Not Bad at All This is the first oatmeal I ever really liked!!!!! Cant get enough yummy Great Breakfast What's the point? Didn't not like at all",30
"43486","B000FFRY5O","My Son will eat them! My son eats them up! Light, Crunchy and not too salty Not so good The ONLY egg-free GF pretzels I've been able to find! Product has been on the shelf for a long time before sending to us HIGH FIBER SNACK!! Gluten Free Pretzels These preztels are great!! Autism Spectrum Disorder My picky eater grandson loves these! These are awesome! Hard as can be. Love these Good option for food allergic child GF Pretzels a Hit! Son can't get enough Saltless and Hard as a Rock My highly allergic son's favorite pretzels! Great gluten-free snack They're great!! Gluten free 4 yr old loves this and so does mom Stale again gfcfsf pretzels.....great snack Awesome pretzels!! Ener-G Wylde Pretzels Best gluten-free pretzels I ever tasted. please watch out! WYLDE PRETZELS Very good Great snack! Many broken pieces during shipping? Great to eat pretzels again Cindy good pretzels My 11 year old loves them not the best a GF and soy-free pretzel! Great gluten free pretzels not bad Excellent Snack for Healthy Kids this summer pretzels No salt! SPICED PRETZELS AWESOME Pretzels We LOVE these pretzels gluten Free Pretzels My son's favorite snack! forget it Excellent gluten-free snack option So Good It's Hard to Keep Them in the House Great Pretzels Super snack!! not what I expected There are other and BETTER gluten-free pretzels out there... Creepy",56
"43542","B000FFVYF0","Out of this world! Move over Almond Joy and Snickers! Small slice of heaven Great bars, but... Healthy food can taste good. Tasty healthy nut bars Sinfully delicious yet low carb and gluten free Extremely crunchy slightly sweet, great low carb 'candy' bar! Best energy bars on the market! Delicious & nutritious delicious Like peanut brittle without the candy! You've Gotta Like Nuts! These bars are the best on the market Excellent bar! Great snack bar great bars Awesome and fantastic Badda Bing of Bars KIND Almond & Coconut bars Bars continue to be kind KIND Nut Delight Bars Great Gluten Free Snack Very Tasty Very good snack bar. ***STALE*** Delicious Great meal-on-the-go! Love the bar, but a bit expensive Great Tasting Nice taste, but too tough to chew for me. Good but not warehoused well. The Best Good for diabetics and gluten sensitivity Convenient and taste great Love them! Good and good for you! YUMMY!! Delicious Crunch Great Very nutritious and tasty; get it for less on Amazon Yum-O Addicted! Snack bars don't get any better than this Great tasting bar Yummy healthy bar Best product in the marketplace. Completely inedible Taste good but...",50
"43592","B000FFVYFA","Out of this world! Move over Almond Joy and Snickers! Small slice of heaven Great bars, but... Healthy food can taste good. Tasty healthy nut bars Sinfully delicious yet low carb and gluten free Extremely crunchy slightly sweet, great low carb 'candy' bar! Best energy bars on the market! Delicious & nutritious delicious Like peanut brittle without the candy! You've Gotta Like Nuts! These bars are the best on the market Excellent bar! Great snack bar great bars Awesome and fantastic Badda Bing of Bars KIND Almond & Coconut bars Bars continue to be kind KIND Nut Delight Bars Great Gluten Free Snack Very Tasty Very good snack bar. ***STALE*** Delicious Great meal-on-the-go! Love the bar, but a bit expensive Great Tasting Nice taste, but too tough to chew for me. Good but not warehoused well. The Best Good for diabetics and gluten sensitivity Convenient and taste great Love them! Good and good for you! YUMMY!! Delicious Crunch Great Very nutritious and tasty; get it for less on Amazon Yum-O Addicted! Snack bars don't get any better than this Great tasting bar Yummy healthy bar Best product in the marketplace. Completely inedible Taste good but...",50
"43642","B000FFXN2M","another kind bar favorite KIND bars are great!! one of my favorite bars! pure food Love 'em! Wonderful! LOve LOVe LoVE KIND walnut & date bars KIND Walnut & Date Excellent Snack Bar! Kind - One of a kind... Good - but too sweet At least they are fresh this time Just awesome !!! Delicious and healthy! The best bar ever invented!! Pricey but Delicious The best! Perfect snack bar One of my favorite bars, and I'm particular. GLUTEN FREE: Lower calories, but has enough sweetness to tackle that little afternoon craving Yummy! Yummy! Delicious! Great taste ... too sweet Tastes Okay Very good, but not quite as good as their other bars Best Value Absolutely LOVE These Bars! Delicious and Nutritious Eating right for my type! Good flavor yum!!! Yummy HEALTH BARS",35
"43677","B000FI2VHM","Amazing - Big bowl of salad in less than 3 weeks! Some are great some are really bad Great value & lots of fun Sprouted in just 3 days no peppers at all grows taller than garden Disappointed with this kit. Gourmet Herb - mixed success - poor selection Mold, but replaced by company Salad every day! Romaine lettuce was easy to grow and has very large leaves now almost perfect I must be doing something wrong Not sprouting yet, but close Excellant Sweet! NOT HAPPY ABOUT THIS PURCHASE!!! Great Herbs, when you want them Not quite as advertised No Tomatoes Excellent Product so far! A Great Way to Garden in the House Outstanding! aerogarden is fun Italian Herbs Finally! Great results! Thyme and Oregano did not sprout. Do Not Purchase Not very mixed greens Tasteless, limp lettuce make sure you have something to attach the plants too... Freakishly fast. tasty lettuce Great Product too big for my machine? Mr Greenjeans would be happy works great 100% Germination As described great salad greens flowers all the time Growing great! Some problems with germination Great winter pick-me-up You know the product is good... Fresh Salad Greens This Makes a great gift! Wow! See it grow before your eyes! Salad Chef Pack Happy with the herbs Tomatoe Seed Kit Have used for 3-4 years now Growing as predicted Aero garden Herb collection AeroGarden Gourmet Herb Seeds Seeds Aero Gardens are just so much fun and truly wonderful. Cherry Tomato Seed Kit - only one plant grew 2 for 7 so far.. NOT GOOD!! Overall AeroGrow I tried it, but only yeilded 1 tomato Easy to use seeds Good Idea Waiting for the tomatos Aerogrow HORRIBLE CUSTOMER SERVICE What???!!! One Sprout in a Month??? Romaine Salad Seed Kit Hydroponic garden AeroGarden International Basil Seed Kit Very Satisfied Cherry Tomato Seed Kit Would LOVE to purchase, but not sure of the herb selection Aerogarden refill kit FUN!  FUN! FUN! Clearly handly, if a bit overpriced Easier, but overpriced Dont waste your money Not much there for the money. Don't bother Tomatoes growing like crazy!!! Looking Forward to the New Kits Tasty herbs, but why these? Great Greens! Salsa Garden Seed Kit... More Work than the Herb Kit Meh... Doesn't produce with 2 foot aerogarden Very good kit... practical... high production.... Common sense Not the right plants for the AeroGarden! Looks like 70% of Cherry Tomato Reviews are NEGATIVE The herbs were great...but the cherry tomatoes...not so great Mixed Results Room for quality improvement The only thing I couldn't grow... Poor Variety and Cilantro doesn't Grow! Growing Tomatoes in my Aero Garden Fruitless Disappointing! More fun than cost effective Best kit from Aerogarden I've tried to date Aerogarden Herb Kit 43% grew Skip This One Worthless excellent Also mixed results Tomato limits Not as bad as others say Noisy I agree with others - very poor results Aerogarden great, tomato seed kit not Bland fruit - No support - lots of work NO on Petunias Still haven't mastered the Aerogarden art... Master Gardener 3 Season Kit - Full year of growing supplies Leggy Lettuce Great fun!! A Must Have!! Second try and the tomatoes still died Herbs were great, tomatoes a flop Basil explosion Beautiful Tomato Plants A fan of the cilantro and basil!! Salad Greens kit Kind of a ripoff Out-of-date Salad kit Aerogarden Gourmet Herb Seed Kit - very disappointing results. Amazon must have an old batch So far so good, but you will need to purchase more nutes Aero Garden green beans. The Good and Not So Good seeds Huge disappointment for the price Only 3 months?? Nice to have fresh greens in the winter No Tomatoes Do NOT buy Salad Greens Seed Kit One Small Crop Not Worth It Yummy Fresh Salad Greens Italian herbs great product One of the better Aero Garden Kits Romaine Seed Kit for AeroGarden Don't waste your money The Company With NO customer service skills! Grows good Intl Basil Doesn't Work In All Aero Gardens not the right size for my Aero Garden YAY! Sustainable garden on our counter Chili Peppers Seed Kit not very fruitful Nothing grew Gardening made easy AeroGarden Chili Peppers Seed Kit Great product Aerogarden Seed Kit Did not sprout Absolutely as advertised greens are not growing Nice and simple AeroGarden Italian Herb Seed Kit",161
"43838","B000FI4O8Q","Here's four and a half weeks out of the box Grow herbs, flowers & fruit in the worst environment Ordering a 2nd garden Loved it for a while.... Pump stopped working after 1 Month, my plants are now going to die. UNRELIABLE Don't waste your money! Magic Garden Green Thumb Hard Core Gardeners Winter Delight Love winter garden salad! Better than expected Re Light glare fresh herbs and lettuce Gardening For Dummies Awesome little garden! It's so much fun to watch it grow :-) Lovin it! It really does what it says! So far so good AeroGarden: Greatest Thing Since Sliced Bread! reviewing based on what my mother said of it. Aerogrow Dinner and a show fool-proof indoor gardening High Quality, and Attractive Too. AeroGrow disappointed Updated March 1, 2009 - Still a favorite purchase and fabulous customer service Kitchen herbs sprouting right on schedule Did not grow Excellent product but needed newer style of nutrients Difficult to use when you live in the Southwest AeroGarden Classic - fresh herbs in winter Cute Little Garden aerogarden Too soon to tell Gave as a gift",37
"43875","B000FI4O90","Not the greatest Black thumb turns green then pump failures Good So Far! More work, but it works May be bad seeds Great addition for any cook! The BEST gift I've ever received! Aerogarden system Liked it so much I bought stock in the company product as advertised. fresh herbs anytime My experience A great little unit though not perfect perfectly fresh pesto sauce Automated and simple The Classic Garden 7 Pod with Gourmet Herb AeroGarden Other people don't just get it! Wonderful Product Mold!!! aka White Fuzz on my pods and roots Great Product Fresh Herbs & Salad Greens Year Round Fantastic Product - Fantastic Shipping Two Tomatoes I love this! Too much of a good thing--not complaining though Well Thought Out Product AeroGrow - Plant and stand back Money sucking gimmicky plastic waste Aerogarden - Great! AeroGarden Classic Counter top gardening Great machine Works for me! My Own Winter Herb Garden wonderful fresh herbs my wife loves it Great indoor garden Love Fresh Produce aerogarden classic unbelievable easy to use what fun! Renewed Green Thumb Very Satisfied Nice product Mom just LOVES it! I love my aerogrow Great product.....amazing! great product Aerogarden pricey and large Phoney Guarantee Great if ....you want to grow bugs!! Excellent when used for what it's designed for Love it!  works great - grows fast and furious Love my year round garden Great! Love this! Great Beginner Kit My Garden AeroGarden 2101-008 Love it!! You can practically watch it grow! READ THIS! Fantastic and Awesome pretty amazing love it! Aerogarden IT'S SO EASY TO HAVE FRESH HERBS.. Very close to perfect! Very great gift for mom AeroGarden is wonderful aerogarden No response from supplier or amazon Works You don't need a green thumb! under rated Not Completely Happy Customer service is outstanding works great! Everything grows Fun to Watch AeroGrow AeroGarden Review Aerogarden Aerogrow Gardener for YEARS!  Almost a perfect love affair.... Aerogrow aerogarden Aerogrow Aerogarden An excellent, interesting product! 5 months of nothing Big and VERY Bright Excellent Service Bio-Dome water dripping sound is bugging. Mold Nice little garden The plastic appears to be sub-standard - careful Very difficult company-bad customer service aerogrow shipping is the worst! Poor return policy $100 bowl of salad Electricity drainer. Works as Advertised - Classy Product A Nice Item That Makes a Horrible Racket Why Didn't Someone Think of This Sooner??!! Bad Pump Nice Kitchen Accessory Little Rainforest in my Kitchen Cool gadget - one caveat Covers some points not considered in other reviews worth mentioning ANYTHING BUT CHILI PEPPERS! Very Impressed One lemon, one working It actually does work.... Does what it claims. Very bright. Not so green thumb! low effort, high yield Terrible Product Energy Consumption Great herbs, terrible noise So Far So Good New universal grow pods are awful 3 Year Old Will Eat His Veggies! READ THE FINE PRINT FROM AEROGARDEN Pump will break - bad customer service Great Product, Poor Customer Service Delicious Veggies Without Sunlight Nothing like those commercials POS Can't Believe They Grow That Fast!!! No green thumb required You can never have too many fresh herbs Great product, great fun! absolute JUNK! Just doesnt make enough to do anything Grow your own stuff Nice fresh, clean, herbs for cooks WOW!!! Our family loves our AreoGrow Garden!! Great product so far (4 weeks in) High Promise, Less Delivery Aero Garden the Real Deal! Amazing - My Kids are Eating Salad! Just about instant gratification Great Product! Make Your Own !! Easy setup If you like basil, you will be in heaven Not For People With Hard Water Or On a Budget -- Try Cheaper DIY Options First Still not working A real revolutionary product for the kitchen Great Unit - No Hassle Aero Garden works great so far BLAM! We have veggies! One Wasn't Enough Amazing Amazing Product Eh.... Tasteless garden products Love this thing! Incredible product, worth every penny Great idea, very poor execution. A few issues Great idea, poor quality Great product, Horrible customer service. cannot rave enougn AeroGarden Amazing Great gift Mixed results- maybe human error Everything's growing with my Aerogrow! Buggy Garden! Poor quality Great product Fun novelty, kind of works, way overpriced Wait until price drops Neat herb growing system! wonderful short time works better for herbs than tomatos Great Product -- Love It! Works perfect! Great product Not quite as much output as I would have liked. Old MacDonald Had A FARM EIEIOOOOOO Not as many tomatoes as I would have liked AeroGrow AeroGarden Fast growth, would get different herbs than included Makes a lousy gift Poor pump and customer service I love my Aerogarden - even made a video of it Hydroponic garden LOVE THIS!",190
"44065","B000FI61OQ","Amazing - Big bowl of salad in less than 3 weeks! Some are great some are really bad Great value & lots of fun Sprouted in just 3 days no peppers at all grows taller than garden Disappointed with this kit. Gourmet Herb - mixed success - poor selection Mold, but replaced by company Salad every day! Romaine lettuce was easy to grow and has very large leaves now almost perfect I must be doing something wrong Not sprouting yet, but close Excellant Sweet! NOT HAPPY ABOUT THIS PURCHASE!!! Great Herbs, when you want them Not quite as advertised No Tomatoes Excellent Product so far! A Great Way to Garden in the House Outstanding! aerogarden is fun Italian Herbs Finally! Great results! Thyme and Oregano did not sprout. Do Not Purchase Not very mixed greens Tasteless, limp lettuce make sure you have something to attach the plants too... Freakishly fast. tasty lettuce Great Product too big for my machine? Mr Greenjeans would be happy works great 100% Germination As described great salad greens flowers all the time Growing great! Some problems with germination Great winter pick-me-up You know the product is good... Fresh Salad Greens This Makes a great gift! Wow! See it grow before your eyes! Salad Chef Pack Happy with the herbs Tomatoe Seed Kit Have used for 3-4 years now Growing as predicted Aero garden Herb collection AeroGarden Gourmet Herb Seeds Seeds Aero Gardens are just so much fun and truly wonderful. Cherry Tomato Seed Kit - only one plant grew 2 for 7 so far.. NOT GOOD!! Overall AeroGrow I tried it, but only yeilded 1 tomato Easy to use seeds Good Idea Waiting for the tomatos Aerogrow HORRIBLE CUSTOMER SERVICE What???!!! One Sprout in a Month??? Romaine Salad Seed Kit Hydroponic garden AeroGarden International Basil Seed Kit Very Satisfied Cherry Tomato Seed Kit Would LOVE to purchase, but not sure of the herb selection Aerogarden refill kit FUN!  FUN! FUN! Clearly handly, if a bit overpriced Easier, but overpriced Dont waste your money Not much there for the money. Don't bother Tomatoes growing like crazy!!! Looking Forward to the New Kits Tasty herbs, but why these? Great Greens! Salsa Garden Seed Kit... More Work than the Herb Kit Meh... Doesn't produce with 2 foot aerogarden Very good kit... practical... high production.... Common sense Not the right plants for the AeroGarden! Looks like 70% of Cherry Tomato Reviews are NEGATIVE The herbs were great...but the cherry tomatoes...not so great Mixed Results Room for quality improvement The only thing I couldn't grow... Poor Variety and Cilantro doesn't Grow! Growing Tomatoes in my Aero Garden Fruitless Disappointing! More fun than cost effective Best kit from Aerogarden I've tried to date Aerogarden Herb Kit 43% grew Skip This One Worthless excellent Also mixed results Tomato limits Not as bad as others say Noisy I agree with others - very poor results Aerogarden great, tomato seed kit not Bland fruit - No support - lots of work NO on Petunias Still haven't mastered the Aerogarden art... Master Gardener 3 Season Kit - Full year of growing supplies Leggy Lettuce Great fun!! A Must Have!! Second try and the tomatoes still died Herbs were great, tomatoes a flop Basil explosion Beautiful Tomato Plants A fan of the cilantro and basil!! Salad Greens kit Kind of a ripoff Out-of-date Salad kit Aerogarden Gourmet Herb Seed Kit - very disappointing results. Amazon must have an old batch So far so good, but you will need to purchase more nutes Aero Garden green beans. The Good and Not So Good seeds Huge disappointment for the price Only 3 months?? Nice to have fresh greens in the winter No Tomatoes Do NOT buy Salad Greens Seed Kit One Small Crop Not Worth It Yummy Fresh Salad Greens Italian herbs great product One of the better Aero Garden Kits Romaine Seed Kit for AeroGarden Don't waste your money The Company With NO customer service skills! Grows good Intl Basil Doesn't Work In All Aero Gardens not the right size for my Aero Garden YAY! Sustainable garden on our counter Chili Peppers Seed Kit not very fruitful Nothing grew Gardening made easy AeroGarden Chili Peppers Seed Kit Great product Aerogarden Seed Kit Did not sprout Absolutely as advertised greens are not growing Nice and simple AeroGarden Italian Herb Seed Kit",161
"44226","B000FI701Y","Very good but not earthshattering Don't give up flavor because you are in a hurry Great product Contains the preservative TBHQ and Soybean Oil These are delicious! Tasty and simple to make Fantastic Alternative to Canned beans You won't eat canned beans again! The taste of Mexico Better than canned Sants Fe Bean Co My teenagers and I love these beans! SANTA FE BEANS ALMOST TEXAS STYLE Best dried refried beans Trivial amount of fat in these isnt even on the charts! Backpacking Taste of Tex-Mex Where have you """"bean"""" all my life? You Can't Believe This Product Taste like restaurant beans Buy them!! Good taste, but way too much sodium! The BEST refried beans you will ever eat! Quick and tasty Excellent Instant refried beans are great! Santa Fe refried Beans Ar Great Quick & Easy Tastes Like Homemade GREAT STUFF Delicious! I love this product Great Beans If you don't like cardboard paste VERY GOOD PRODUCT!!! great to have on hand Nice & Easy love it Best Beans Ever Tasty beans The Real Thing! I agree with the other 5 star reviews Good Beans quick and easy Wow, does my grandma work for you? Just like at a mexican restaurant Santa Fe Refried Beans Santa Fe Best refried beans! Homemade flavor and very quick to make! Delicious Awesome beans without the work! santa fe bean company Wonderful Taste, Quick Bean Dip Love the calorie count QUICK & EASY!!! COOL BEANS Frances just as good as homemade !!!! delicious Fantastic! Great taste Traditional taste w/o the hassle Right on the bean !!! Extremely good! Good but Contains interesterified oil!!!! Even better than made-fom-scratch Best refried beans!!! Great Beans ugggh...horrible",71
"44297","B000FIAWVE","Best Beans Ever!!! No Fuss - Great Taste Excellent! Better than canned Delicious Black Beans! As good as my mom's. Great Product better than canned Wonderful product, vegan, gluten free, convenient, natural and healthy! The BEST!!!!! Darn tasty! Love these beans Outstanding refried beans Quick, easy and good taste another happy Santa Fe Bean Company's customer So easy and so tasty! Santa Fe Bean Company musical fruit Wonderful beans Gluten-Free Vegan and Delicious! Very surprised and delighted with the product yummm! Yum! Delicious and Fast to Make Need something with less sodium Excellent product Better than canned! Good flavor, long storage life, and very convenient. Nearly as good as home made Love these beans The best beans ever. Higher in FIBER! and ready in min. Santa Fe Black Beans As Good as Home-Made if not better. awesome Instant comfort food",35
"44332","B000FICDO8","great product Good eating Comparison:  Santa Fe Bean Company versus Taste Adventure Better than canned Best Refrieds Yet ... Great for camping! Awesome! As good as my mom's! Really easy, good, fat free!  Versatile and fast! Great alternative to canned or cooking your own Absolutely ideal! Best Refried Beans Ever Fabulous! Great product, easy preparation Yummy healthy alternative! Love these beans! No canned beans compare! Good refried beans, but too salty... Best Refried Beans Best Refried Beans Ever! Indeed, Good Beans Wonderful! Surprisingly tasty! Instant refried beans Delicious! Great beans! Great! Easy Refried Bean delight Best Refried Beans Ever Excellent!!! Great taste with little effort. Good substitute for homemade. Very happy with product Best Beans Gret beans! Love these beans! The best beans you'll ever have in under 10 minutes Great refried beans! Yummy & healthy Awesome Refrieds! SFB Great price, easy to store Santa Fe Instant Fat Free Refried Beans easy peasy beans Super mild beans means you can spice it the way you like Great tasting, nutritional, and convenient! The Best Very good! AUTHENTIC MEXICAN RESTAURANT QUALITY Delicious but salty fiberlicious Santa Fe Bean Company Too Much Salt",53
